repo,pluginStatus,category,readmeLength,fenceMarkCount,practicalVersion,oldScore,practicalV2,delta,ease
xohmai/dsh-cpa-status,verified-plugin,usage,1746,4,2,70,11,-59,100
yanzwzz/dsh-whale-girl-pet,verified-plugin,tools,3142,4,2,50,34,-16,100
WODE25500/dsh-lan-share,verified-plugin,tools,2597,12,2,80,34,-46,80
STARDUSTLC666/dsh-cite,verified-plugin,tools,1542,10,2,70,14,-56,100
STARDUSTLC666/dsh-ppt,verified-plugin,docs,4299,12,2,80,42,-38,100
STARDUSTLC666/dsh-flakefinder,verified-plugin,dev,2974,10,2,80,27,-53,100
STARDUSTLC666/dsh-minimal-ptc,verified-plugin,workflow,2510,6,2,80,0,-80,80
zzyyyds88/dsh-solo-leveling,unknown,theme,4403,12,2,50,50,0,100
tonytanglab/deepseek-harness-relay-mcp,verified-plugin,model,27744,42,2,80,57,-23,80
QWQcool/dsh-trivium,verified-plugin,memory,21275,16,2,80,49,-31,100
dsh-plugins/dsh-loader,verified-plugin,other,9104,20,2,80,33,-47,100
wowyuarm/dsh-agent-team,verified-plugin,workflow,4973,16,2,80,24,-56,65
AndrasSama/dsh-omp-advisor,verified-plugin,model,36738,12,2,80,33,-47,100
suiyideali/dsh-selection-toolbar,verified-plugin,ui,2337,4,2,80,25,-55,100
k-ying/dsh-vsceditor,verified-plugin,dev,9856,22,2,50,50,0,100
STARDUSTLC666/dsh-code-security,verified-plugin,security,1923,10,2,70,30,-40,100
the-thinker0/dsh-memory-search-plus,verified-plugin,session,8250,10,2,80,25,-55,100
huang-chunc/dsh-user-message-timeline,verified-plugin,ui,3790,6,2,80,34,-46,100
mtaech/dsh-material-you,verified-plugin,theme,8827,10,2,50,9,-41,100
ChenYiming-aaa/dsh-ui-ux-pro-max,verified-plugin,ui,3840,10,2,80,40,-40,50
zaimokuza-yoshiteru/dsh-acp-adapter,verified-plugin,session,1881,16,2,70,0,-70,45
iiwish/dsh-testkit,verified-plugin,dev,10540,16,2,80,24,-56,100
huchunlinnk/deepseek-desktop,verified-non-plugin,other,2950,8,2,80,29,-51,100
fno2010/dsh-web-search-ext,verified-plugin,browser,10198,6,2,80,38,-42,65
shengyvself/dsh-autoresume,verified-plugin,workflow,3659,2,2,80,0,-80,100
lutrodev/dsh-roleplay,verified-plugin,session,2814,10,2,80,30,-50,100
zmh2000829/dsh-x-connect,verified-plugin,other,5524,12,2,80,59,-21,100
severin-ye/uagent-sync,verified-plugin,tools,15800,26,2,80,40,-40,100
seriousz158/dsh-codex-use,verified-plugin,dev,5916,16,2,80,37,-43,100
xiaoyuink/dsh-image-vision,verified-plugin,vision,12477,18,2,80,57,-23,65
vincent-guo/dsh-loading-phrases,verified-plugin,tools,7631,8,2,80,0,-80,100
x1shang/dsh-koin-lily-news,verified-plugin,other,3450,4,2,80,51,-29,100
534119219/chicheng-peak,verified-plugin,notify,3554,4,2,80,46,-34,100
sdoygb/conjugate-spectral-geometry,verified-plugin,tools,4936,12,2,80,44,-36,65
SuCriss/dsh-version-update,verified-plugin,dev,3846,6,2,80,32,-48,100
imroc/dsh-project-prompt,verified-plugin,skill,8069,10,2,80,41,-39,80
UncleK/dsh-think-translate,verified-plugin,model,5256,4,2,50,41,-9,100
kirkchinese/claude2dsh,verified-plugin,session,16141,8,2,80,52,-28,80
zhengjy01/dsh-settings-nav-organizer,verified-plugin,ui,5522,4,2,80,41,-39,100
534119219/chicheng-quickinput,verified-plugin,ui,2910,6,2,80,34,-46,100
Liu-Bot24/dsh-trace-insight,verified-plugin,model,4939,18,2,80,67,-13,80
PerryLink/dsh-session-sync,verified-plugin,session,17701,12,2,80,46,-34,80
PerryLink/dsh-click,verified-plugin,workflow,16235,10,2,80,45,-35,80
PerryLink/dsh-talk,verified-plugin,session,13510,8,2,80,46,-34,80
gameswu/dsh-human-coding,unknown,other,2311,4,2,80,7,-73,80
mldhao/dsh-blue-archive-shiroko,verified-plugin,theme,4532,22,2,80,50,-30,45
988hj7tczd-oss/harness-desktop,verified-plugin,model,4156,14,2,80,39,-41,65
EveGoodEvening/dsh-autoresearch,verified-plugin,tools,10980,12,2,80,43,-37,100
afoxsss/dsh-conversation-map,verified-plugin,session,3729,8,2,50,41,-9,100
Yvesgao/dsh-desktop-launcher,verified-plugin,tools,5504,16,2,80,27,-53,100
zink-ning-lkr/dsh-ui-state,verified-plugin,session,4211,8,2,80,31,-49,100
theoneLee/deepseek-harness-sdk-go,unknown,other,6588,12,2,80,33,-47,45
rikfish163-rgb/dsh-pets,verified-plugin,tools,4084,4,2,80,13,-67,100
gameswu/dsh-cross-collaboration,verified-plugin,other,2830,6,2,80,6,-74,100
Mr-Neutr0n/dsh-medseek,verified-plugin,tools,14130,10,2,80,59,-21,100
AKS1st/dock-git,verified-plugin,ui,2184,4,2,80,40,-40,100
AKS1st/dock-files,verified-plugin,ui,2853,4,2,80,31,-49,100
TYEclipse/dsh-color,verified-plugin,tools,4091,6,2,80,27,-53,100
wicm84266964/dsh-minimal-mode-compaction,verified-plugin,other,3927,14,2,80,10,-70,100
Kenerlee/dsh-moments-aieo,verified-plugin,skill,6985,10,2,80,20,-60,100
thirsty5034/dsh-ssh-tunnel,verified-plugin,dev,4382,12,2,80,17,-63,100
GooDAnDReaDY/dsh-russian-lang,verified-plugin,ui,4920,4,2,50,11,-39,100
PerryLink/dsh-observe,verified-plugin,dev,16299,10,2,80,46,-34,80
vuldin/yapa,unknown,memory,19037,0,2,60,40,-20,80
Norman-else/dsh-claude,verified-plugin,session,4952,12,2,80,25,-55,100
LJH-snow/dsh-tool-github,unknown,tools,10098,8,2,80,31,-49,100
TYEclipse/dsh-plugins-hub,unknown,other,9026,0,2,30,25,-5,65
fjzzwxp/dsh-mnemosyne-memory,verified-plugin,model,15701,46,2,80,33,-47,45
istarwyh/harbor-self-evolving,verified-plugin,other,9085,24,2,50,37,-13,65
daizihan233/dsh-my-go,verified-plugin,workflow,6108,10,2,80,45,-35,100
xia-sc/dsh-cc-studio,verified-plugin,other,6089,4,2,80,38,-42,100
L3n3L/dsh-resume,verified-plugin,workflow,6445,20,2,50,53,3,100
Yiklek/dsh-web-profile,unknown,tools,10608,100,2,80,3,-77,80
dshhub-co/dshhub-market,verified-plugin,market,6337,6,2,80,28,-52,100
ktdhhc/dsh-custom-subagents,verified-plugin,workflow,4429,8,2,80,45,-35,100
yuyolin/dsh-decision-log,verified-plugin,dev,10192,24,2,50,58,8,100
TGYD-helige/dsh-plugins,verified-plugin,session,6943,14,2,80,2,-78,100
WSL043/dsh-native-reasoning-slider,verified-plugin,ui,5878,6,2,80,27,-53,80
HaoyueQin/deepseek-harness-background,verified-plugin,theme,15311,14,2,80,51,-29,100
sakthiveltofficial/dsh-gmail-plugins,unknown,model,17729,26,2,50,42,-8,100
notload/dsh-session-toc,verified-plugin,session,6231,10,2,80,40,-40,100
TingRuDeng/dsh-feishu-bot,verified-plugin,session,15260,4,2,80,34,-46,65
hialuoy/deepseek-harness-desktop,verified-non-plugin,tools,5090,6,2,80,28,-52,100
cnskycn/deepseek-harness-desktop,unknown,tools,3591,8,2,50,40,-10,100
A8Chann/dsh_desktop,unknown,other,2396,4,2,50,11,-39,65
fuyue521/dsh-desktop-shortcut,verified-plugin,dev,2334,10,2,80,37,-43,100
qingfeng200410/dsh-plugin-dosage,verified-plugin,other,8346,16,2,80,40,-40,65
zhtx2024/dsh-pdf,verified-plugin,docs,3427,6,2,80,40,-40,100
YUEEEEY/dsh-desktop-tools,verified-plugin,tools,4988,4,2,80,23,-57,80
Kitup666/dsh-plugin-kmanager,unknown,other,2817,6,2,80,36,-44,65
wwumit/dsh-plugin-tools,verified-plugin,model,2515,6,2,80,4,-76,100
LongSir0419/dsh-skill-manager,verified-plugin,tools,3418,6,2,80,43,-37,100
bblike/dsh-plugin-odette,verified-plugin,theme,413,4,2,60,2,-58,100
fenglin-ai/dsh-funasr-voice,verified-plugin,tools,5459,12,2,80,32,-48,100
qinyre/dsh-plugin-install,verified-plugin,market,2050,8,2,80,2,-78,100
huangrx6/dsh-plugin,verified-plugin,tools,8785,8,2,80,22,-58,100
jinsiyu/dsh-auto-open-web,verified-plugin,tools,7961,14,2,80,15,-65,80
xavier711/dsh-plugin-deepseek-usage,verified-plugin,tools,7519,20,2,80,12,-68,65
shynloc/acks-dsh-plugins,verified-plugin,skill,8450,6,2,50,9,-41,65
having5548/deepseek-harness-desktop,unknown,other,5214,12,2,50,54,4,30
iia-arg/dsh-plugins,verified-plugin,notify,3292,2,2,80,0,-80,100
lco117/dsh-peak-hours,verified-plugin,session,4968,8,2,80,38,-42,100
Q1hangL/dsh-ask-guard,verified-plugin,tools,2375,8,2,80,0,-80,100
BotonJ/dsh-windtunnel,verified-plugin,dev,3355,6,2,50,7,-43,65
ddbj-hub/dsh-wallpaper-skin,verified-plugin,theme,2103,8,2,80,28,-52,100
aerince/dsh-active-context-pruning,verified-plugin,memory,2762,8,2,80,25,-55,80
LKMeng2001/dsh-mcp-market,verified-plugin,market,2924,4,2,80,31,-49,100
shenyan-008/dsh-visual-aid,verified-plugin,model,6462,38,2,80,60,-20,80
liguanyu/dsh_PromptRecall,verified-plugin,session,8344,10,2,80,25,-55,100
WinterOne-hub/ai-monitor,verified-non-plugin,model,8603,14,2,50,58,8,65
Dariandai/dsh-starter-pack,verified-plugin,market,3470,8,2,80,12,-68,100
Rain-Shuoyu/dsh-client-deep-sneak,verified-plugin,fun,4189,12,2,50,17,-33,100
shinjiyu/deepseek-harness-evolver,verified-plugin,dev,5224,20,2,80,0,-80,100
1HelloMan1/dsh-vision-fallback,verified-plugin,vision,9198,14,2,80,36,-44,65
anweat/dsh-voice-webspeech,verified-plugin,voice,3328,8,2,80,38,-42,80
justinhuangai/deepagent,unknown,other,,,,,,,
haiyoucuv/dsh-model-provider-label,verified-plugin,model,2893,10,2,80,6,-74,100
Mingxi2077/dsh-plugin-review,verified-plugin,session,3149,8,2,80,50,-30,100
TheChengXi/intent-flow,verified-non-plugin,tools,6880,2,2,50,33,-17,65
MicroHEROX/dsh-koboldcpp-hands,verified-plugin,vision,14235,18,2,80,40,-40,100
lingtima/dsh-think-chinese,verified-plugin,other,1630,8,2,70,4,-66,100
Mongfayi/dsh-local-filetree,verified-plugin,session,2592,2,2,80,15,-65,80
zimai233/dsh-figma-to-lottie,verified-plugin,tools,5454,12,2,80,30,-50,100
miaobuao/dsh-document-parser,verified-plugin,tools,2341,10,2,80,29,-51,100
fengzhiyushui/dsh-desktop-window,verified-plugin,other,5755,16,2,80,35,-45,100
jihongboo/dsh-apple-mode,verified-plugin,tools,8969,8,2,80,54,-26,100
EvilIrving/dsh-repro,verified-plugin,dev,3612,8,2,80,6,-74,100
PangYiMing/dsh-screenshot-diff,verified-plugin,tools,1698,6,2,70,10,-60,80
ropz12138/dsh-ui-background,unknown,other,3631,4,2,80,19,-61,100
MashedPotato817/dsh-tool-browser,unknown,tools,3502,12,2,80,31,-49,100
yoke233/dsh-pixel-whale,verified-plugin,tools,3297,4,2,80,24,-56,70
baiyun200/dsh-dashboard,verified-non-plugin,other,3979,8,2,80,27,-53,100
fryghost/deepseek-eyes,verified-plugin,model,,,,,,,
Alyosha28/deep_option,unknown,other,20312,30,2,80,73,-7,45
reshuibuduo/dsh-tmcra-memory,verified-plugin,session,13191,14,2,80,25,-55,65
BrambleXu/dsh-prompt-profile,verified-plugin,dev,4246,10,2,80,18,-62,100
NIyueeE/dsh-container,unknown,tools,7888,6,2,80,42,-38,80
ben7am1n/dsh-telegram,verified-plugin,notify,7024,12,2,80,52,-28,80
BeAChanger/dsh-openclaw-acp,verified-plugin,notify,5384,18,2,50,15,-35,65
TTTPOB/dsh-task-models,verified-plugin,model,3978,16,2,80,40,-40,100
ShawnSiao/dsh-credentials-keychain,unknown,model,2474,2,2,50,0,-50,100
tanf1ng/dsh-tool-hackernews,verified-plugin,tools,2538,8,2,80,13,-67,100
detpecca/DSH-Wiki,unknown,other,7624,26,2,80,30,-50,65
ophielel/dsh-devkit,verified-plugin,dev,3615,22,2,50,26,-24,65
Jesse-njx/dsh-routines,verified-plugin,workflow,9159,14,2,80,25,-55,80
fff122/dsh-prompt-presets,unknown,skill,3603,18,2,50,13,-37,100
ljcscp/dsh-session-cost,verified-plugin,model,4007,12,2,80,7,-73,65
yuzi-ska/DSH-Chrome-devtools,verified-plugin,tools,7274,14,2,80,40,-40,100
Proton1917/dsh-live-stats,verified-plugin,tools,3460,12,2,50,0,-50,65
xuanyvne/DSHLauncher,unknown,tools,2255,6,2,50,31,-19,65
xiaoheizi1212/dsh-cookie-bridge,unknown,session,2076,0,2,60,12,-48,80
PangYiMing/dsh-bisect-debug,verified-plugin,dev,2678,10,2,80,11,-69,80
randerous/dsh-turn-meta,unknown,other,2089,6,2,80,2,-78,80
imtheolin/ai-keyboard,unknown,model,45434,28,2,50,52,2,65
yan5236/slcatwujian-dsh-vision-plugin,unknown,tools,2639,10,2,80,28,-52,80
Small-tailqwq/dsh-tps,verified-plugin,dev,4708,16,2,80,44,-36,100
qing3a/dsh-event-auditor,verified-plugin,other,1620,4,2,70,19,-51,100
hawkongz/doubao-vision-dsh,unknown,tools,5534,6,2,50,62,12,35
skitse/dsh-dev-actions,verified-plugin,tools,3964,8,2,50,28,-22,100
shaoyi1991/dsh-restart-web,verified-plugin,tools,3108,12,2,80,36,-44,100
ben7am1n/dsh-security-scan,verified-plugin,other,6047,12,2,80,46,-34,80
ilharp/dsh-tool-approval,verified-plugin,security,713,6,2,70,2,-68,100
qingzhuo-cn/agent-fix,unknown,model,14571,12,2,80,77,-3,100
hahaha-taotao/dsh-oauth-api,verified-plugin,dev,1919,6,2,70,0,-70,100
cnyac/dsh-polling,verified-plugin,model,2976,6,2,80,35,-45,100
NaNExist/dsh-win-launchscript,unknown,tools,1536,8,2,40,37,-3,65
Fisfzy/math-lean,verified-non-plugin,other,3654,2,2,50,40,-10,100
Moeblack/dsh-payload-capture,verified-plugin,model,,,,,,,
ParticleLight/dsh-ultracode,verified-plugin,dev,2421,4,2,80,1,-79,100
Bandersnatch0x/amber-protocol,verified-plugin,other,24226,38,2,80,60,-20,45
djh2203/dsh-refined,verified-plugin,theme,3350,4,2,80,25,-55,70
YYTbit/dsh-plugin-agent-dashboard,verified-plugin,skill,494,2,2,60,20,-40,100
ropon/dsh-plugin-clawrouters,verified-plugin,tools,4612,10,2,80,47,-33,65
caopu16/dsh-llm-kiro,verified-plugin,model,11141,12,2,80,13,-67,100
tappass/dsh-governance,verified-plugin,tools,5276,6,2,80,20,-60,65
lujoai/Lujo-MCP,verified-non-plugin,model,21440,34,2,80,64,-16,65
918154429/dsh-codex-import,verified-plugin,session,1793,6,2,40,28,-12,65
dhj-l/dsh-git-review,verified-non-plugin,dev,1516,0,2,20,32,12,65
AmaTsumeAkira/opencode-usage,verified-plugin,dev,2049,10,2,80,16,-64,65
Wanbinyu/dsh-plugin-git-inspect,verified-plugin,tools,4511,24,2,50,40,-10,100
dhj-l/dsh-client-ui-question-history,unknown,session,4312,6,2,80,17,-63,80
YYTbit/dsh-plugin-rag,verified-plugin,other,1104,6,2,70,15,-55,100
PangYiMing/dsh-port-guard,verified-plugin,tools,1852,8,2,70,23,-47,100
yjm110517/content-to-editable-ppt-skill,unknown,skill,2117,4,2,50,16,-34,65
maque2333/dsh-ui-topbar-compact,unknown,tools,2125,8,2,80,22,-58,100
yjm110517/visual-to-editable-ppt-skill,unknown,skill,5575,6,2,80,62,-18,80
vexpaer/ContextGate,verified-non-plugin,other,4138,10,2,80,28,-52,100
peterwangze/software-project-governance,verified-plugin,workflow,30304,64,2,80,54,-26,100
pythonshiyi/dsh-plugin-tokenmeter,unknown,tools,3114,12,2,80,34,-46,100
omdsh-dev/dsh-shuttle,verified-plugin,session,4985,12,2,80,36,-44,80
ben7am1n/dsh-lens-lite,verified-plugin,other,6319,6,2,80,0,-80,100
ZhuXinAI/sidesight,verified-plugin,model,19313,54,2,80,9,-71,65
v587d/dsh-multimodal-skill,unknown,model,22800,20,2,80,58,-22,65
RealAlexandreAI/dsh-cloudflare-browser-run,verified-plugin,tools,2439,8,2,80,28,-52,100
ben7am1n/dsh-webhook-bridge,verified-plugin,tools,6870,14,2,80,53,-27,45
fff122/dsh-task-checklist,unknown,workflow,3443,16,2,50,13,-37,100
mitao-su/dsh-playwright-native,verified-plugin,dev,11054,30,2,50,43,-7,100
Elohia/dsh-plugin-mm-vision,verified-plugin,vision,2462,12,2,50,30,-20,65
t1yOS/t1y-skills,unknown,skill,5177,2,2,80,27,-53,80
YYTbit/dsh-plugin-code-review,verified-plugin,skill,851,4,2,70,24,-46,100
EvilIrving/dsh-proof,verified-plugin,workflow,4000,8,2,80,17,-63,100
samecorner/dsh-token-usage,verified-plugin,session,4591,10,2,80,6,-74,100
mengyaoi/dsh-mcp-pack,verified-non-plugin,tools,2717,4,2,80,12,-68,45
omdsh-dev/dsh-tool-browser,unknown,tools,4928,8,2,50,31,-19,65
shujiTech/dsh-plugin-wepre,verified-plugin,session,4646,12,2,80,0,-80,100
YinFengWindy/dsh-plugin-shiori-role,unknown,other,8396,8,2,50,19,-31,65
YYTbit/dsh-plugin-vision-toolkit,verified-plugin,tools,1953,6,2,70,32,-38,65
rsagacom/dsh-ajw,verified-non-plugin,other,4585,6,2,80,28,-52,45
sikwoxy/dsh-tool-reqpipe,verified-plugin,tools,2940,8,2,80,11,-69,100
qing3a/dsh-plugin-verify,verified-plugin,model,22006,9,2,50,38,-12,65
kongxiangyiren/dhs-theme-plugin,verified-plugin,theme,2883,12,2,80,29,-51,100
zed1902209846-dotcom/DPwhale-plugin,unknown,session,2265,8,2,50,22,-28,65
Loong-wql/Build-HOS-mcp,unknown,tools,3226,2,2,50,40,-10,65
lordship12138-crypto/dsh-plugin-dedup,verified-plugin,other,1891,4,2,70,43,-27,100
Deklan-Deng/Dcode,verified-non-plugin,dev,3192,0,,60,,,80
Andy294753951/dsh-plugin-gouden-leeuw-theme,verified-plugin,theme,5038,12,2,80,40,-40,80
RealAlexandreAI/dsh-all-search,verified-plugin,model,1886,8,2,70,12,-58,65
RainbowDashy/dsh-theme-palettes,verified-plugin,theme,10749,12,2,80,8,-72,100
fff122/dsh-agent-arcade,unknown,fun,3716,16,2,50,13,-37,100
pandashere/dsh-codex-bridge,verified-plugin,session,7474,10,2,80,46,-34,100
addxing/function-testing,verified-plugin,session,1903,8,2,70,29,-41,100
longyu065/dsh-theme-ti,verified-plugin,theme,3950,14,2,80,6,-74,100
RealAlexandreAI/dsh-atuin,verified-plugin,session,1962,10,2,70,11,-59,100
wulun811/LiuHe,verified-plugin,model,21961,32,2,80,55,-25,65
weigre/interaction-doc,unknown,dev,6006,8,2,80,42,-38,100
Hyperionjust/Primordial-soup-,unknown,session,3547,2,2,50,22,-28,65
drscrewdriver/inferglow,verified-non-plugin,model,27245,24,2,80,67,-13,80
joyfoxai/dsh-eco-router,unknown,model,3188,6,2,50,13,-37,100
mingger77/research-skills,unknown,model,2593,4,2,50,35,-15,65
benzhoupo/dsh-effort-config,verified-plugin,model,4344,6,2,80,54,-26,65
longyu065/dsh-session-index,verified-plugin,session,3938,6,2,80,36,-44,100
PangYiMing/dsh-batch-regression,verified-plugin,other,1549,4,2,70,2,-68,100
pandashere/dsh-kimi-bridge,verified-plugin,session,8160,10,2,80,46,-34,100
william-jin-cmu/dsh-artifact,unknown,tools,2231,10,2,80,1,-79,80
YYTbit/dsh-plugin-context-compressor,verified-plugin,skill,547,2,2,70,18,-52,100
ylwl1997/noatmark-dsh-plugin,verified-plugin,security,1943,8,2,70,24,-46,80
forrestsweet/dsh-agent-replay,verified-plugin,model,3799,8,2,80,48,-32,100
ArtificialNotImbecile/dsh-context-taxonomy,conflict,dev,8705,8,2,80,26,-54,100
Aidenwu0209/dsh-Unlimited-OCR-Skill,verified-plugin,tools,5064,16,2,80,0,-80,80
fflow2023/dsh-usage-cost,verified-plugin,session,2017,2,2,80,6,-74,100
agent-plaza/agent-plaza,verified-plugin,tools,6517,12,2,80,28,-52,100
randerous/dsh-turn-budget,unknown,other,2497,4,2,50,4,-46,65
ben7am1n/dsh-mcp-proxy,verified-plugin,model,5934,6,2,80,3,-77,65
spike-faye-lei/spike-faye-lei-dsh-skills,unknown,skill,1420,8,2,70,0,-70,80
Porphyrioon/ironlaw,conflict,tools,23734,28,2,50,74,24,100
YohtHill/dsh-plugin-greeter,verified-plugin,session,8940,14,2,80,45,-35,100
omdsh-dev/omdsh,verified-non-plugin,tools,2722,2,2,50,5,-45,65
Demogorgon314/dsh-resume-plugin,verified-plugin,session,1797,18,2,70,16,-54,100
xiangpc/wemeet-openapi,unknown,other,2459,4,2,80,2,-78,80
TIZ36/evo-memory,verified-plugin,memory,22480,30,2,80,60,-20,100
omdsh-dev/dsh-essential,verified-plugin,session,6736,10,2,80,20,-60,80
LeslieWylie/dsh-plugin-release,verified-plugin,tools,1267,4,2,40,0,-40,100
LeslieWylie/dsh-agent-orchestration,verified-plugin,tools,1371,4,2,40,0,-40,100
LeslieWylie/dsh-memory-evidence,verified-plugin,memory,1389,4,2,40,0,-40,100
SiYue-ZO/dsh-translator,verified-plugin,other,4794,18,2,80,45,-35,100
yoke233/dsh-tool-monitor,verified-plugin,tools,2834,14,2,80,66,-14,70
cking000bigdemon/dsh-toolbelt,verified-plugin,memory,4114,13,2,80,9,-71,100
YYTbit/dsh-plugin-auto-docs,verified-plugin,skill,558,2,2,70,21,-49,100
phoenixlucky/moon-lovers-skill,unknown,skill,7932,38,2,50,33,-17,65
LeslieWylie/dsh-benchmark-evidence,verified-plugin,tools,1324,4,2,40,0,-40,100
studyzy/dsh-lazy-tools,verified-plugin,tools,3798,14,2,80,36,-44,100
woshi-Tom/dsh-status-plugin,verified-plugin,market,15960,18,2,80,34,-46,65
xiaoso456/dsh-turn-navigator,verified-plugin,session,628,8,2,70,2,-68,100
zealot00/dsh-zen,verified-plugin,tools,1367,4,2,70,29,-41,80
lzylyd/dsh-dracula,verified-plugin,theme,1762,4,2,70,0,-70,100
dHR-P/dsh-layout-tools,verified-plugin,session,3120,8,2,80,12,-68,100
StyxNether/dsh-auto-approval,verified-plugin,other,18383,8,2,80,52,-28,100
ycp424c/dsh-auto-fold-turn,verified-plugin,other,3224,2,2,50,40,-10,65
LeslieWylie/agent-loop-workflow,verified-plugin,workflow,1081,4,2,70,25,-45,100
LeslieWylie/review-workflow,verified-plugin,workflow,1334,4,2,70,19,-51,100
huolianJiao/dsh-quota-meter,verified-plugin,model,1945,8,2,70,16,-54,65
RayYeung1989/claude-parchment-theme,unknown,theme,2399,4,2,80,7,-73,100
XDzzzzzZyq/dsh-survival,unknown,dev,5891,8,2,80,36,-44,80
ZeroingIn/dsh-provider-billing,verified-plugin,model,7232,16,2,80,11,-69,65
lamost423/dsh-todo-freshness-guard,verified-plugin,other,3345,10,2,80,9,-71,100
frankq007/dsh-plugin-devecocli,verified-plugin,tools,5317,4,2,80,40,-40,100
Sutera-Diffusus/metera,verified-non-plugin,tools,4532,6,2,80,35,-45,80
LeslieWylie/dsh-fleet-audit,verified-plugin,security,2709,8,2,80,22,-58,100
Wha1eChai/dsh-cross-session,verified-plugin,session,10750,26,2,80,38,-42,100
LeslieWylie/dsh-session-search-pro,verified-plugin,session,12021,14,2,80,66,-14,80
TimeCraker/dsh-claude-import,verified-plugin,session,3378,8,2,80,49,-31,80
ICCuse/dsh-pain-point-check,verified-plugin,dev,3222,6,2,80,11,-69,100
herminger/dsh-web-search-responses,verified-plugin,model,3256,12,2,80,6,-74,65
doncelee229-cmyk/dsh-plugin-approval-alert,verified-plugin,notify,5492,2,2,80,50,-30,100
kkishapppy/dsh-usage-record,verified-plugin,session,1530,6,2,70,28,-42,100
Codingendless/dsh-prevent-scd,verified-plugin,tools,5705,14,2,80,19,-61,80
math-lrz/dsh-theme-pack,verified-plugin,theme,5665,10,2,80,23,-57,80
781316853/dsh-provider-quota,verified-plugin,model,2757,12,2,80,21,-59,100
ConradLu2740/pa-dsh,conflict,model,4369,14,2,80,13,-67,80
drfccv/dsh-mcp-center,verified-plugin,tools,4306,8,2,80,43,-37,100
hiro-nikaitou/dsh-ocg-billing,verified-plugin,dev,4303,0,2,60,30,-30,80
CSY656/dsh-skill-remote,verified-plugin,model,3523,10,2,80,12,-68,100
zouyuanqing/dsh-memory-openviking,verified-non-plugin,session,14277,8,2,80,29,-51,45
ShawnSiao/dsh-agent-eval,unknown,model,,,,,,,
cxzrdxy/dsh-file-explorer,verified-plugin,other,4859,2,2,50,71,21,100
muretai/muretai-dsh-skill,verified-plugin,notify,4591,4,2,80,0,-80,65
LI-Huaa/dsh-workspace-upload,verified-plugin,other,5611,16,2,80,29,-51,100
caoqinnan-web/dsh-project-organizer,verified-plugin,skill,3401,6,2,80,22,-58,100
boboozeng/dsh-annotation-plugin,verified-plugin,other,4315,12,2,80,11,-69,100
anxinyuanshiyu/dsh-plugin-zh-inventory,verified-plugin,other,2614,6,2,80,6,-74,100
karurukaruru/agent-software-map,unknown,skill,8372,10,2,80,32,-48,80
wuxinzhe/dsh-speech-sherpa,verified-plugin,other,3308,10,2,80,13,-67,100
werifu/dsh-oai-oauth,verified-plugin,model,598,6,2,70,5,-65,100
